kernel,waitcnt_line,kind,population,iter,rc_orig,rc_mut,matched,diff_summary
loop_accum_xor_32,80,vmcnt,boundary,80,0,0,no,v5 lane00 orig=dead0020 mut=ddd7edf9 (32)
loop_accum_xor_32,80,vmcnt,boundary,81,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,82,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,83,0,0,no,v5 lane00 orig=dead0020 mut=dead1581 (32)
loop_accum_xor_32,80,vmcnt,boundary,84,0,0,no,v5 lane00 orig=dead0020 mut=dead2102 (32)
loop_accum_xor_32,80,vmcnt,boundary,85,0,0,no,v5 lane00 orig=dead0020 mut=deadf90f (32)
loop_accum_xor_32,80,vmcnt,boundary,86,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,87,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,88,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,89,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,90,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,91,0,0,no,v5 lane00 orig=dead0020 mut=deac2d92 (32)
loop_accum_xor_32,80,vmcnt,boundary,92,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,93,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,94,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,95,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,96,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,97,0,0,yes,
loop_accum_xor_32,80,vmcnt,boundary,98,0,0,no,v5 lane00 orig=dead0020 mut=dde7edf9 (32)
loop_accum_xor_32,80,vmcnt,boundary,99,0,0,no,v5 lane00 orig=dead0020 mut=ddd5edf9 (32)
loop_accum_xor_32,82,vmcnt,boundary,0,0,0,no,v5 lane00 orig=dead0020 mut=dead1820 (32)
loop_accum_xor_32,82,vmcnt,boundary,1,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,2,0,0,no,v5 lane00 orig=dead0020 mut=de68bcc9 (24)
loop_accum_xor_32,82,vmcnt,boundary,3,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,4,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,5,0,0,no,v5 lane00 orig=dead0020 mut=de68bcc9 (24)
loop_accum_xor_32,82,vmcnt,boundary,6,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,7,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,8,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,9,0,0,no,v5 lane00 orig=dead0020 mut=dead1820 (32)
loop_accum_xor_32,82,vmcnt,boundary,10,0,0,no,v5 lane00 orig=dead0020 mut=dead0820 (32)
loop_accum_xor_32,82,vmcnt,boundary,11,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,12,0,0,no,v5 lane00 orig=dead0020 mut=dead1020 (32)
loop_accum_xor_32,82,vmcnt,boundary,13,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,14,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,15,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,16,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,17,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,18,0,0,no,v5 lane00 orig=dead0020 mut=dead0820 (32)
loop_accum_xor_32,82,vmcnt,boundary,19,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,20,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,21,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,22,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,23,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,24,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,25,0,0,no,v5 lane00 orig=dead0020 mut=e1e8bcc9 (24)
loop_accum_xor_32,82,vmcnt,boundary,26,0,0,no,v5 lane00 orig=dead0020 mut=dead1820 (32)
loop_accum_xor_32,82,vmcnt,boundary,27,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,28,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,29,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,30,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,31,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,32,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,33,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,34,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,35,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,36,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,37,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,38,0,0,no,v5 lane00 orig=dead0020 mut=e1e8bcc9 (16)
loop_accum_xor_32,82,vmcnt,boundary,39,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,40,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,41,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,42,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,43,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,44,0,0,no,v5 lane00 orig=dead0020 mut=dead1020 (32)
loop_accum_xor_32,82,vmcnt,boundary,45,0,0,no,v5 lane00 orig=dead0020 mut=dead0820 (32)
loop_accum_xor_32,82,vmcnt,boundary,46,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,47,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,48,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (16)
loop_accum_xor_32,82,vmcnt,boundary,49,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,50,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,51,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,52,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,53,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,54,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,55,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,56,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,57,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,58,0,0,no,v5 lane00 orig=dead0020 mut=dead1820 (32)
loop_accum_xor_32,82,vmcnt,boundary,59,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,60,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,61,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,62,0,0,no,v5 lane00 orig=dead0020 mut=dead1020 (32)
loop_accum_xor_32,82,vmcnt,boundary,63,0,0,no,v5 lane00 orig=dead0020 mut=dead1020 (32)
loop_accum_xor_32,82,vmcnt,boundary,64,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,65,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,66,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,67,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,68,0,0,no,v5 lane00 orig=dead0020 mut=de68bcc9 (24)
loop_accum_xor_32,82,vmcnt,boundary,69,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,70,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,71,0,0,no,v5 lane00 orig=dead0020 mut=dead1020 (32)
loop_accum_xor_32,82,vmcnt,boundary,72,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,73,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,74,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,75,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,76,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,77,0,0,no,v5 lane00 orig=dead0020 mut=de68bcc9 (24)
loop_accum_xor_32,82,vmcnt,boundary,78,0,0,no,v5 lane00 orig=dead0020 mut=de68bcc9 (24)
loop_accum_xor_32,82,vmcnt,boundary,79,0,0,no,v5 lane00 orig=dead0020 mut=dead1820 (32)
loop_accum_xor_32,82,vmcnt,boundary,80,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,81,0,0,no,v5 lane00 orig=dead0020 mut=dead0820 (32)
loop_accum_xor_32,82,vmcnt,boundary,82,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,83,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,84,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,85,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,86,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,87,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,88,0,0,no,v5 lane00 orig=dead0020 mut=e1e9dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,89,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,90,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,91,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,92,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,93,0,0,no,v5 lane00 orig=dead0020 mut=e1d2ffde (16)
loop_accum_xor_32,82,vmcnt,boundary,94,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,95,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,96,0,0,no,v5 lane00 orig=dead0020 mut=de69dacd (24)
loop_accum_xor_32,82,vmcnt,boundary,97,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,98,0,0,yes,
loop_accum_xor_32,82,vmcnt,boundary,99,0,0,no,v5 lane00 orig=dead0020 mut=de68bcc9 (24)
accum_add_32,157,vmcnt,random_stable,0,0,0,yes,
accum_add_32,157,vmcnt,random_stable,1,0,0,yes,
accum_add_32,157,vmcnt,random_stable,2,0,0,yes,
accum_add_32,157,vmcnt,random_stable,3,0,0,yes,
accum_add_32,157,vmcnt,random_stable,4,0,0,yes,
accum_add_32,157,vmcnt,random_stable,5,0,0,yes,
accum_add_32,157,vmcnt,random_stable,6,0,0,yes,
accum_add_32,157,vmcnt,random_stable,7,0,0,yes,
accum_add_32,157,vmcnt,random_stable,8,0,0,yes,
accum_add_32,157,vmcnt,random_stable,9,0,0,yes,
accum_add_32,157,vmcnt,random_stable,10,0,0,yes,
accum_add_32,157,vmcnt,random_stable,11,0,0,yes,
accum_add_32,157,vmcnt,random_stable,12,0,0,yes,
accum_add_32,157,vmcnt,random_stable,13,0,0,yes,
accum_add_32,157,vmcnt,random_stable,14,0,0,yes,
accum_add_32,157,vmcnt,random_stable,15,0,0,yes,
accum_add_32,157,vmcnt,random_stable,16,0,0,yes,
accum_add_32,157,vmcnt,random_stable,17,0,0,yes,
accum_add_32,157,vmcnt,random_stable,18,0,0,yes,
accum_add_32,157,vmcnt,random_stable,19,0,0,yes,
accum_add_32,157,vmcnt,random_stable,20,0,0,yes,
accum_add_32,157,vmcnt,random_stable,21,0,0,yes,
accum_add_32,157,vmcnt,random_stable,22,0,0,yes,
accum_add_32,157,vmcnt,random_stable,23,0,0,yes,
accum_add_32,157,vmcnt,random_stable,24,0,0,yes,
accum_add_32,157,vmcnt,random_stable,25,0,0,yes,
accum_add_32,157,vmcnt,random_stable,26,0,0,yes,
accum_add_32,157,vmcnt,random_stable,27,0,0,yes,
accum_add_32,157,vmcnt,random_stable,28,0,0,yes,
accum_add_32,157,vmcnt,random_stable,29,0,0,yes,
accum_add_32,157,vmcnt,random_stable,30,0,0,yes,
accum_add_32,157,vmcnt,random_stable,31,0,0,yes,
accum_add_32,157,vmcnt,random_stable,32,0,0,yes,
accum_add_32,157,vmcnt,random_stable,33,0,0,yes,
accum_add_32,157,vmcnt,random_stable,34,0,0,yes,
accum_add_32,157,vmcnt,random_stable,35,0,0,yes,
accum_add_32,157,vmcnt,random_stable,36,0,0,yes,
accum_add_32,157,vmcnt,random_stable,37,0,0,yes,
accum_add_32,157,vmcnt,random_stable,38,0,0,yes,
accum_add_32,157,vmcnt,random_stable,39,0,0,yes,
accum_add_32,157,vmcnt,random_stable,40,0,0,yes,
accum_add_32,157,vmcnt,random_stable,41,0,0,yes,
accum_add_32,157,vmcnt,random_stable,42,0,0,yes,
accum_add_32,157,vmcnt,random_stable,43,0,0,yes,
accum_add_32,157,vmcnt,random_stable,44,0,0,yes,
accum_add_32,157,vmcnt,random_stable,45,0,0,yes,
accum_add_32,157,vmcnt,random_stable,46,0,0,yes,
accum_add_32,157,vmcnt,random_stable,47,0,0,yes,
accum_add_32,157,vmcnt,random_stable,48,0,0,yes,
accum_add_32,157,vmcnt,random_stable,49,0,0,yes,
accum_add_32,157,vmcnt,random_stable,50,0,0,yes,
accum_add_32,157,vmcnt,random_stable,51,0,0,yes,
accum_add_32,157,vmcnt,random_stable,52,0,0,yes,
accum_add_32,157,vmcnt,random_stable,53,0,0,yes,
accum_add_32,157,vmcnt,random_stable,54,0,0,yes,
accum_add_32,157,vmcnt,random_stable,55,0,0,yes,
accum_add_32,157,vmcnt,random_stable,56,0,0,yes,
accum_add_32,157,vmcnt,random_stable,57,0,0,yes,
accum_add_32,157,vmcnt,random_stable,58,0,0,yes,
accum_add_32,157,vmcnt,random_stable,59,0,0,yes,
accum_add_32,157,vmcnt,random_stable,60,0,0,yes,
accum_add_32,157,vmcnt,random_stable,61,0,0,yes,
accum_add_32,157,vmcnt,random_stable,62,0,0,yes,
accum_add_32,157,vmcnt,random_stable,63,0,0,yes,
accum_add_32,157,vmcnt,random_stable,64,0,0,yes,
accum_add_32,157,vmcnt,random_stable,65,0,0,yes,
accum_add_32,157,vmcnt,random_stable,66,0,0,yes,
accum_add_32,157,vmcnt,random_stable,67,0,0,yes,
accum_add_32,157,vmcnt,random_stable,68,0,0,yes,
accum_add_32,157,vmcnt,random_stable,69,0,0,yes,
accum_add_32,157,vmcnt,random_stable,70,0,0,yes,
accum_add_32,157,vmcnt,random_stable,71,0,0,yes,
accum_add_32,157,vmcnt,random_stable,72,0,0,yes,
accum_add_32,157,vmcnt,random_stable,73,0,0,yes,
accum_add_32,157,vmcnt,random_stable,74,0,0,yes,
accum_add_32,157,vmcnt,random_stable,75,0,0,yes,
accum_add_32,157,vmcnt,random_stable,76,0,0,yes,
accum_add_32,157,vmcnt,random_stable,77,0,0,yes,
accum_add_32,157,vmcnt,random_stable,78,0,0,yes,
accum_add_32,157,vmcnt,random_stable,79,0,0,yes,
accum_add_32,157,vmcnt,random_stable,80,0,0,yes,
accum_add_32,157,vmcnt,random_stable,81,0,0,yes,
accum_add_32,157,vmcnt,random_stable,82,0,0,yes,
accum_add_32,157,vmcnt,random_stable,83,0,0,yes,
accum_add_32,157,vmcnt,random_stable,84,0,0,yes,
accum_add_32,157,vmcnt,random_stable,85,0,0,yes,
accum_add_32,157,vmcnt,random_stable,86,0,0,yes,
accum_add_32,157,vmcnt,random_stable,87,0,0,yes,
accum_add_32,157,vmcnt,random_stable,88,0,0,yes,
accum_add_32,157,vmcnt,random_stable,89,0,0,yes,
accum_add_32,157,vmcnt,random_stable,90,0,0,yes,
accum_add_32,157,vmcnt,random_stable,91,0,0,yes,
accum_add_32,157,vmcnt,random_stable,92,0,0,yes,
accum_add_32,157,vmcnt,random_stable,93,0,0,yes,
accum_add_32,157,vmcnt,random_stable,94,0,0,yes,
accum_add_32,157,vmcnt,random_stable,95,0,0,yes,
accum_add_32,157,vmcnt,random_stable,96,0,0,yes,
accum_add_32,157,vmcnt,random_stable,97,0,0,yes,
accum_add_32,157,vmcnt,random_stable,98,0,0,yes,
accum_add_32,157,vmcnt,random_stable,99,0,0,yes,
accum_add_96,432,vmcnt,random_stable,0,0,0,yes,
accum_add_96,432,vmcnt,random_stable,1,0,0,yes,
accum_add_96,432,vmcnt,random_stable,2,0,0,yes,
accum_add_96,432,vmcnt,random_stable,3,0,0,yes,
accum_add_96,432,vmcnt,random_stable,4,0,0,yes,
accum_add_96,432,vmcnt,random_stable,5,0,0,yes,
accum_add_96,432,vmcnt,random_stable,6,0,0,yes,
accum_add_96,432,vmcnt,random_stable,7,0,0,yes,
accum_add_96,432,vmcnt,random_stable,8,0,0,yes,
accum_add_96,432,vmcnt,random_stable,9,0,0,yes,
accum_add_96,432,vmcnt,random_stable,10,0,0,yes,
accum_add_96,432,vmcnt,random_stable,11,0,0,yes,
accum_add_96,432,vmcnt,random_stable,12,0,0,yes,
accum_add_96,432,vmcnt,random_stable,13,0,0,yes,
accum_add_96,432,vmcnt,random_stable,14,0,0,yes,
accum_add_96,432,vmcnt,random_stable,15,0,0,yes,
accum_add_96,432,vmcnt,random_stable,16,0,0,yes,
accum_add_96,432,vmcnt,random_stable,17,0,0,yes,
accum_add_96,432,vmcnt,random_stable,18,0,0,yes,
accum_add_96,432,vmcnt,random_stable,19,0,0,yes,
accum_add_96,432,vmcnt,random_stable,20,0,0,yes,
accum_add_96,432,vmcnt,random_stable,21,0,0,yes,
accum_add_96,432,vmcnt,random_stable,22,0,0,yes,
accum_add_96,432,vmcnt,random_stable,23,0,0,yes,
accum_add_96,432,vmcnt,random_stable,24,0,0,yes,
accum_add_96,432,vmcnt,random_stable,25,0,0,yes,
accum_add_96,432,vmcnt,random_stable,26,0,0,yes,
accum_add_96,432,vmcnt,random_stable,27,0,0,yes,
accum_add_96,432,vmcnt,random_stable,28,0,0,yes,
accum_add_96,432,vmcnt,random_stable,29,0,0,yes,
accum_add_96,432,vmcnt,random_stable,30,0,0,yes,
accum_add_96,432,vmcnt,random_stable,31,0,0,yes,
accum_add_96,432,vmcnt,random_stable,32,0,0,yes,
accum_add_96,432,vmcnt,random_stable,33,0,0,yes,
accum_add_96,432,vmcnt,random_stable,34,0,0,yes,
accum_add_96,432,vmcnt,random_stable,35,0,0,yes,
accum_add_96,432,vmcnt,random_stable,36,0,0,yes,
accum_add_96,432,vmcnt,random_stable,37,0,0,yes,
accum_add_96,432,vmcnt,random_stable,38,0,0,yes,
accum_add_96,432,vmcnt,random_stable,39,0,0,yes,
accum_add_96,432,vmcnt,random_stable,40,0,0,yes,
accum_add_96,432,vmcnt,random_stable,41,0,0,yes,
accum_add_96,432,vmcnt,random_stable,42,0,0,yes,
accum_add_96,432,vmcnt,random_stable,43,0,0,yes,
accum_add_96,432,vmcnt,random_stable,44,0,0,yes,
accum_add_96,432,vmcnt,random_stable,45,0,0,yes,
accum_add_96,432,vmcnt,random_stable,46,0,0,yes,
accum_add_96,432,vmcnt,random_stable,47,0,0,yes,
accum_add_96,432,vmcnt,random_stable,48,0,0,yes,
accum_add_96,432,vmcnt,random_stable,49,0,0,yes,
accum_add_96,432,vmcnt,random_stable,50,0,0,yes,
accum_add_96,432,vmcnt,random_stable,51,0,0,yes,
accum_add_96,432,vmcnt,random_stable,52,0,0,yes,
accum_add_96,432,vmcnt,random_stable,53,0,0,yes,
accum_add_96,432,vmcnt,random_stable,54,0,0,yes,
accum_add_96,432,vmcnt,random_stable,55,0,0,yes,
accum_add_96,432,vmcnt,random_stable,56,0,0,yes,
accum_add_96,432,vmcnt,random_stable,57,0,0,yes,
accum_add_96,432,vmcnt,random_stable,58,0,0,yes,
accum_add_96,432,vmcnt,random_stable,59,0,0,yes,
accum_add_96,432,vmcnt,random_stable,60,0,0,yes,
accum_add_96,432,vmcnt,random_stable,61,0,0,yes,
accum_add_96,432,vmcnt,random_stable,62,0,0,yes,
accum_add_96,432,vmcnt,random_stable,63,0,0,yes,
accum_add_96,432,vmcnt,random_stable,64,0,0,yes,
accum_add_96,432,vmcnt,random_stable,65,0,0,yes,
accum_add_96,432,vmcnt,random_stable,66,0,0,yes,
accum_add_96,432,vmcnt,random_stable,67,0,0,yes,
accum_add_96,432,vmcnt,random_stable,68,0,0,yes,
accum_add_96,432,vmcnt,random_stable,69,0,0,yes,
accum_add_96,432,vmcnt,random_stable,70,0,0,yes,
accum_add_96,432,vmcnt,random_stable,71,0,0,yes,
accum_add_96,432,vmcnt,random_stable,72,0,0,yes,
accum_add_96,432,vmcnt,random_stable,73,0,0,yes,
accum_add_96,432,vmcnt,random_stable,74,0,0,yes,
accum_add_96,432,vmcnt,random_stable,75,0,0,yes,
accum_add_96,432,vmcnt,random_stable,76,0,0,yes,
accum_add_96,432,vmcnt,random_stable,77,0,0,yes,
accum_add_96,432,vmcnt,random_stable,78,0,0,yes,
accum_add_96,432,vmcnt,random_stable,79,0,0,yes,
accum_add_96,432,vmcnt,random_stable,80,0,0,yes,
accum_add_96,432,vmcnt,random_stable,81,0,0,yes,
accum_add_96,432,vmcnt,random_stable,82,0,0,yes,
accum_add_96,432,vmcnt,random_stable,83,0,0,yes,
accum_add_96,432,vmcnt,random_stable,84,0,0,yes,
accum_add_96,432,vmcnt,random_stable,85,0,0,yes,
accum_add_96,432,vmcnt,random_stable,86,0,0,yes,
accum_add_96,432,vmcnt,random_stable,87,0,0,yes,
accum_add_96,432,vmcnt,random_stable,88,0,0,yes,
accum_add_96,432,vmcnt,random_stable,89,0,0,yes,
accum_add_96,432,vmcnt,random_stable,90,0,0,yes,
accum_add_96,432,vmcnt,random_stable,91,0,0,yes,
accum_add_96,432,vmcnt,random_stable,92,0,0,yes,
accum_add_96,432,vmcnt,random_stable,93,0,0,yes,
accum_add_96,432,vmcnt,random_stable,94,0,0,yes,
accum_add_96,432,vmcnt,random_stable,95,0,0,yes,
accum_add_96,432,vmcnt,random_stable,96,0,0,yes,
accum_add_96,432,vmcnt,random_stable,97,0,0,yes,
accum_add_96,432,vmcnt,random_stable,98,0,0,yes,
accum_add_96,432,vmcnt,random_stable,99,0,0,yes,
accum_and_16,110,vmcnt,random_stable,0,0,0,yes,
accum_and_16,110,vmcnt,random_stable,1,0,0,yes,
accum_and_16,110,vmcnt,random_stable,2,0,0,yes,
accum_and_16,110,vmcnt,random_stable,3,0,0,yes,
accum_and_16,110,vmcnt,random_stable,4,0,0,yes,
accum_and_16,110,vmcnt,random_stable,5,0,0,yes,
accum_and_16,110,vmcnt,random_stable,6,0,0,yes,
accum_and_16,110,vmcnt,random_stable,7,0,0,yes,
accum_and_16,110,vmcnt,random_stable,8,0,0,yes,
accum_and_16,110,vmcnt,random_stable,9,0,0,yes,
accum_and_16,110,vmcnt,random_stable,10,0,0,yes,
accum_and_16,110,vmcnt,random_stable,11,0,0,yes,
accum_and_16,110,vmcnt,random_stable,12,0,0,yes,
accum_and_16,110,vmcnt,random_stable,13,0,0,yes,
accum_and_16,110,vmcnt,random_stable,14,0,0,yes,
accum_and_16,110,vmcnt,random_stable,15,0,0,yes,
accum_and_16,110,vmcnt,random_stable,16,0,0,yes,
accum_and_16,110,vmcnt,random_stable,17,0,0,yes,
accum_and_16,110,vmcnt,random_stable,18,0,0,yes,
accum_and_16,110,vmcnt,random_stable,19,0,0,yes,
accum_and_16,110,vmcnt,random_stable,20,0,0,yes,
accum_and_16,110,vmcnt,random_stable,21,0,0,yes,
accum_and_16,110,vmcnt,random_stable,22,0,0,yes,
accum_and_16,110,vmcnt,random_stable,23,0,0,yes,
accum_and_16,110,vmcnt,random_stable,24,0,0,yes,
accum_and_16,110,vmcnt,random_stable,25,0,0,yes,
accum_and_16,110,vmcnt,random_stable,26,0,0,yes,
accum_and_16,110,vmcnt,random_stable,27,0,0,yes,
accum_and_16,110,vmcnt,random_stable,28,0,0,yes,
accum_and_16,110,vmcnt,random_stable,29,0,0,yes,
accum_and_16,110,vmcnt,random_stable,30,0,0,yes,
accum_and_16,110,vmcnt,random_stable,31,0,0,yes,
accum_and_16,110,vmcnt,random_stable,32,0,0,yes,
accum_and_16,110,vmcnt,random_stable,33,0,0,yes,
accum_and_16,110,vmcnt,random_stable,34,0,0,yes,
accum_and_16,110,vmcnt,random_stable,35,0,0,yes,
accum_and_16,110,vmcnt,random_stable,36,0,0,yes,
accum_and_16,110,vmcnt,random_stable,37,0,0,yes,
accum_and_16,110,vmcnt,random_stable,38,0,0,yes,
accum_and_16,110,vmcnt,random_stable,39,0,0,yes,
accum_and_16,110,vmcnt,random_stable,40,0,0,yes,
accum_and_16,110,vmcnt,random_stable,41,0,0,yes,
accum_and_16,110,vmcnt,random_stable,42,0,0,yes,
accum_and_16,110,vmcnt,random_stable,43,0,0,yes,
accum_and_16,110,vmcnt,random_stable,44,0,0,yes,
accum_and_16,110,vmcnt,random_stable,45,0,0,yes,
accum_and_16,110,vmcnt,random_stable,46,0,0,yes,
accum_and_16,110,vmcnt,random_stable,47,0,0,yes,
accum_and_16,110,vmcnt,random_stable,48,0,0,yes,
accum_and_16,110,vmcnt,random_stable,49,0,0,yes,
accum_and_16,110,vmcnt,random_stable,50,0,0,yes,
accum_and_16,110,vmcnt,random_stable,51,0,0,yes,
accum_and_16,110,vmcnt,random_stable,52,0,0,yes,
accum_and_16,110,vmcnt,random_stable,53,0,0,yes,
accum_and_16,110,vmcnt,random_stable,54,0,0,yes,
accum_and_16,110,vmcnt,random_stable,55,0,0,yes,
accum_and_16,110,vmcnt,random_stable,56,0,0,yes,
accum_and_16,110,vmcnt,random_stable,57,0,0,yes,
accum_and_16,110,vmcnt,random_stable,58,0,0,yes,
accum_and_16,110,vmcnt,random_stable,59,0,0,yes,
accum_and_16,110,vmcnt,random_stable,60,0,0,yes,
accum_and_16,110,vmcnt,random_stable,61,0,0,yes,
accum_and_16,110,vmcnt,random_stable,62,0,0,yes,
accum_and_16,110,vmcnt,random_stable,63,0,0,yes,
accum_and_16,110,vmcnt,random_stable,64,0,0,yes,
accum_and_16,110,vmcnt,random_stable,65,0,0,yes,
accum_and_16,110,vmcnt,random_stable,66,0,0,yes,
accum_and_16,110,vmcnt,random_stable,67,0,0,yes,
accum_and_16,110,vmcnt,random_stable,68,0,0,yes,
accum_and_16,110,vmcnt,random_stable,69,0,0,yes,
accum_and_16,110,vmcnt,random_stable,70,0,0,yes,
accum_and_16,110,vmcnt,random_stable,71,0,0,yes,
accum_and_16,110,vmcnt,random_stable,72,0,0,yes,
accum_and_16,110,vmcnt,random_stable,73,0,0,yes,
accum_and_16,110,vmcnt,random_stable,74,0,0,yes,
accum_and_16,110,vmcnt,random_stable,75,0,0,yes,
accum_and_16,110,vmcnt,random_stable,76,0,0,yes,
accum_and_16,110,vmcnt,random_stable,77,0,0,yes,
accum_and_16,110,vmcnt,random_stable,78,0,0,yes,
accum_and_16,110,vmcnt,random_stable,79,0,0,yes,
accum_and_16,110,vmcnt,random_stable,80,0,0,yes,
accum_and_16,110,vmcnt,random_stable,81,0,0,yes,
accum_and_16,110,vmcnt,random_stable,82,0,0,yes,
accum_and_16,110,vmcnt,random_stable,83,0,0,yes,
accum_and_16,110,vmcnt,random_stable,84,0,0,yes,
accum_and_16,110,vmcnt,random_stable,85,0,0,yes,
accum_and_16,110,vmcnt,random_stable,86,0,0,yes,
accum_and_16,110,vmcnt,random_stable,87,0,0,yes,
accum_and_16,110,vmcnt,random_stable,88,0,0,yes,
accum_and_16,110,vmcnt,random_stable,89,0,0,yes,
accum_and_16,110,vmcnt,random_stable,90,0,0,yes,
accum_and_16,110,vmcnt,random_stable,91,0,0,yes,
accum_and_16,110,vmcnt,random_stable,92,0,0,yes,
accum_and_16,110,vmcnt,random_stable,93,0,0,yes,
accum_and_16,110,vmcnt,random_stable,94,0,0,yes,
accum_and_16,110,vmcnt,random_stable,95,0,0,yes,
accum_and_16,110,vmcnt,random_stable,96,0,0,yes,
